#Aegilops tauschii
ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/aegilops_tauschii/dna/Aegilops_tauschii.ASM34733v1.dna.toplevel.fa.gz	ASM34733v1	ASM34733v1_mp	:ata	ata	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/aegilops_tauschii/cdna/Aegilops_tauschii.ASM34733v1.cdna.all.fa.gz	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/aegilops_tauschii/cds/Aegilops_tauschii.ASM34733v1.cds.all.fa.gz	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/aegilops_tauschii/ncrna/Aegilops_tauschii.ASM34733v1.ncrna.fa.gz	Aegilops tauschii	plant	37682	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/gff3/aegilops_tauschii/Aegilops_tauschii.ASM34733v1.37.gff3.gz	Aegilops tauschii	true	true
#Amborella trichopoda
ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/amborella_trichopoda/dna/Amborella_trichopoda.AMTR1.0.dna.toplevel.fa.gz	AMTR1_0	AMTR1_0_mp	:atr	atr	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/amborella_trichopoda/cdna/Amborella_trichopoda.AMTR1.0.cdna.all.fa.gz	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/amborella_trichopoda/cds/Amborella_trichopoda.AMTR1.0.cds.all.fa.gz	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/amborella_trichopoda/ncrna/Amborella_trichopoda.AMTR1.0.ncrna.fa.gz	Amborella trichopoda	plant	13333	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/gff3/amborella_trichopoda/Amborella_trichopoda.AMTR1.0.37.gff3.gz	Amborella trichopoda	true	true
#Arabidopsis lyrata
ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/arabidopsis_lyrata/dna/Arabidopsis_lyrata.v.1.0.dna.toplevel.fa.gz	Arabidopsis_lyrata_v_1_0	Arabidopsis_lyrata_v_1_0_mp	:aly	aly	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/arabidopsis_lyrata/cdna/Arabidopsis_lyrata.v.1.0.cdna.all.fa.gz	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/arabidopsis_lyrata/cds/Arabidopsis_lyrata.v.1.0.cds.all.fa.gz	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/arabidopsis_lyrata/ncrna/Arabidopsis_lyrata.v.1.0.ncrna.fa.gz	Arabidopsis lyrata	plant	81972	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/gff3/arabidopsis_lyrata/Arabidopsis_lyrata.v.1.0.37.gff3.gz	Arabidopsis lyrata	true	true
#Arabidopsis thaliana
ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/arabidopsis_thaliana/dna/Arabidopsis_thaliana.TAIR10.dna.toplevel.fa.gz	TAIR10	TAIR10_mp	:ath	ath	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/arabidopsis_thaliana/cdna/Arabidopsis_thaliana.TAIR10.cdna.all.fa.gz	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/arabidopsis_thaliana/cds/Arabidopsis_thaliana.TAIR10.cds.all.fa.gz	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/arabidopsis_thaliana/ncrna/Arabidopsis_thaliana.TAIR10.ncrna.fa.gz	Arabidopsis thaliana	plant	3702	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/gff3/arabidopsis_thaliana/Arabidopsis_thaliana.TAIR10.37.gff3.gz	Arabidopsis thaliana	true	true
#Beta vulgaris:Beta vulgaris subsp. vulgaris
ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/beta_vulgaris/dna/Beta_vulgaris.RefBeet-1.2.2.dna.toplevel.fa.gz	RefBeet-1_2_2	RefBeet-1_2_2_mp	:Beta_vulgaris	---	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/beta_vulgaris/cdna/Beta_vulgaris.RefBeet-1.2.2.cdna.all.fa.gz	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/beta_vulgaris/cds/Beta_vulgaris.RefBeet-1.2.2.cds.all.fa.gz	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/fasta/beta_vulgaris/ncrna/Beta_vulgaris.RefBeet-1.2.2.ncrna.fa.gz	Beta vulgaris:Beta vulgaris subsp. vulgaris	plant	3555	ftp://ftp.ensemblgenomes.org/pub/release-37/plants/gff3/beta_vulgaris/Beta_vulgaris.RefBeet-1.2.2.37.gff3.gz	Beta vulgaris subsp. vulgaris	true	false
#Brachypodium distachyon
